Competitor_ID,Vertical_Category,Primary_Skill,Primary_Skill_CPC_USD,Primary_Skill_PPC,#_of_Jobs
C,Project Management,Digital Marketing Consultants,21.48,22.0,4873.0
C,Project Management,Product Owners,3.94,4.0,1056.0
D,Design,Branding Experts,10.53,33.0,3885.0
D,Design,UX/UI Designers,22.14,51.0,1031.0
D,Design,Mobile App Designers,29.95,12.0,4246.0
D,Design,Web Designers,22.33,36.0,2451.0
D,Design,Product Designers,14.47,44.0,3650.0
D,Design,Software Prototyping,7.25,35.0,3245.0
D,Design,Mobile App Designers,29.95,12.0,2929.0
D,Design,3D Designers,6.97,42.0,1969.0
D,Design,Branding Experts,10.53,33.0,4363.0
D,Design,Product Designers,14.47,44.0,3546.0
D,Design,3D Designers,6.97,42.0,749.0
D,Design,Product Designers,14.47,44.0,3504.0
D,Design,3D Designers,6.97,42.0,2962.0
D,Design,Illustration Designers,14.35,50.0,3430.0
D,Design,Mobile App Designers,29.95,12.0,3431.0
D,Design,UX/UI Designers,22.14,51.0,1159.0
D,Design,Product Designers,14.47,44.0,4178.0
D,Design,Illustration Designers,14.35,50.0,1409.0
D,Design,Software Prototyping,7.25,35.0,4097.0
D,Design,Software Prototyping,7.25,35.0,467.0
D,Design,3D Designers,6.97,42.0,4140.0
D,Design,Software Prototyping,7.25,35.0,3846.0
D,Design,Digital Designers,8.89,22.0,1147.0
D,Design,Illustration Designers,14.35,50.0,1220.0
D,Design,Web Designers,22.33,36.0,4557.0
D,Design,Digital Designers,8.89,22.0,536.0
D,Design,Product Designers,14.47,44.0,1831.0
D,Design,UX/UI Designers,22.14,51.0,4564.0
D,Design,Illustration Designers,14.35,50.0,809.0
D,Design,Software Prototyping,7.25,35.0,558.0
D,Design,Web Designers,22.33,36.0,4929.0
D,Design,Mobile App Designers,29.95,12.0,2036.0
D,Design,UX/UI Designers,22.14,51.0,1656.0
D,Design,Digital Designers,8.89,22.0,204.0
D,Design,Mobile App Designers,29.95,12.0,2045.0
D,Design,UX/UI Designers,22.14,51.0,2161.0
D,Design,Illustration Designers,14.35,50.0,2578.0
D,Design,Branding Experts,10.53,33.0,951.0
D,Design,Software Prototyping,7.25,35.0,340.0
D,Design,3D Designers,6.97,42.0,1880.0
D,Design,Product Designers,14.47,44.0,3108.0
D,Design,Mobile App Designers,29.95,12.0,3208.0
D,Design,Web Designers,22.33,36.0,4881.0
D,Design,Branding Experts,10.53,33.0,4405.0
D,Design,Digital Designers,8.89,22.0,1904.0
D,Design,UX/UI Designers,22.14,51.0,4563.0
D,Design,Digital Designers,8.89,22.0,901.0
D,Design,Digital Designers,8.89,22.0,3371.0
D,Design,Web Designers,22.33,36.0,872.0
D,Design,3D Designers,6.97,42.0,296.0
D,Design,Branding Experts,10.53,33.0,545.0
D,Design,Branding Experts,10.53,33.0,4139.0
D,Design,Web Designers,22.33,36.0,1881.0
D,Design,Illustration Designers,14.35,50.0,3621.0
D,Development,.net Developers,31.34,39.0,412.0
D,Development,.net Developers,31.34,39.0,2860.0
D,Development,.net Developers,31.34,39.0,1384.0
D,Development,.net Developers,31.34,39.0,3842.0
D,Development,.net Developers,31.34,39.0,4049.0
D,Development,.net Developers,31.34,39.0,1457.0
D,Development,Agile Software Development,18.69,27.0,4444.0
D,Development,Agile Software Development,18.69,27.0,1524.0
D,Development,Agile Software Development,18.69,27.0,4410.0
D,Development,Agile Software Development,18.69,27.0,2969.0
D,Development,Agile Software Development,18.69,27.0,657.0
D,Development,Agile Software Development,18.69,27.0,2332.0
D,Development,AI Experts,5.17,31.0,3436.0
D,Development,AI Experts,5.17,31.0,979.0
D,Development,AI Experts,5.17,31.0,4481.0
D,Development,AI Experts,5.17,31.0,3801.0
D,Development,AI Experts,5.17,31.0,644.0
D,Development,AI Experts,5.17,31.0,4381.0
D,Development,Ajax Programmers,22.296325668700405,1.0,2845.0
D,Development,Ajax Programmers,22.296325668700405,1.0,2959.0
D,Development,Ajax Programmers,22.296325668700405,1.0,3886.0
D,Development,Ajax Programmers,22.296325668700405,1.0,4975.0
D,Development,Ajax Programmers,22.296325668700405,1.0,1644.0
D,Development,Ajax Programmers,22.296325668700405,1.0,2258.0
D,Development,Algorithm Developers,21.15,30.0,4208.0
D,Development,Algorithm Developers,21.15,30.0,4136.0
D,Development,Algorithm Developers,21.15,30.0,2357.0
D,Development,Algorithm Developers,21.15,30.0,1475.0
D,Development,Algorithm Developers,21.15,30.0,2026.0
D,Development,Algorithm Developers,21.15,30.0,2734.0
D,Development,Android App Developers,12.29,34.0,2966.0
D,Development,Android App Developers,12.29,34.0,4169.0
D,Development,Android App Developers,12.29,34.0,4754.0
D,Development,Android App Developers,12.29,34.0,3940.0
D,Development,Android App Developers,12.29,34.0,581.0
D,Development,Android App Developers,12.29,34.0,4160.0
D,Development,Angular Developers,67.52,29.0,486.0
D,Development,Angular Developers,67.52,29.0,2761.0
D,Development,Angular Developers,67.52,29.0,653.0
D,Development,Angular Developers,67.52,29.0,4939.0
D,Development,Angular Developers,67.52,29.0,3850.0
D,Development,Angular Developers,67.52,29.0,3345.0
D,Development,API Developers,32.63,35.0,4758.0
D,Development,API Developers,32.63,35.0,3437.0
D,Development,API Developers,32.63,35.0,4319.0
D,Development,API Developers,32.63,35.0,908.0
D,Development,API Developers,32.63,35.0,447.0
D,Development,API Developers,32.63,35.0,3506.0
D,Development,asp.net Developers,50.33,28.0,2344.0
D,Development,asp.net Developers,50.33,28.0,3757.0
D,Development,asp.net Developers,50.33,28.0,2703.0
D,Development,asp.net Developers,50.33,28.0,4556.0
D,Development,asp.net Developers,50.33,28.0,2028.0
D,Development,asp.net Developers,50.33,28.0,3376.0
D,Development,AWS Developers,16.81,41.0,2582.0
D,Development,AWS Developers,16.81,41.0,1340.0
D,Development,AWS Developers,16.81,41.0,3503.0
D,Development,AWS Developers,16.81,41.0,625.0
D,Development,AWS Developers,16.81,41.0,3161.0
D,Development,AWS Developers,16.81,41.0,2384.0
D,Development,Azure Developers,21.42,37.0,85.0
D,Development,Azure Developers,21.42,37.0,193.0
D,Development,Azure Developers,21.42,37.0,3264.0
D,Development,Azure Developers,21.42,37.0,1961.0
D,Development,Azure Developers,21.42,37.0,4104.0
D,Development,Azure Developers,21.42,37.0,2259.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,3232.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,3213.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,1383.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,627.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,1022.0
D,Development,B2B/Enterprise Developers,22.296325668700405,24.820422535211268,4219.0
D,Development,Back-End Developers,17.39,24.0,1812.0
D,Development,Back-End Developers,17.39,24.0,209.0
D,Development,Back-End Developers,17.39,24.0,96.0
D,Development,Back-End Developers,17.39,24.0,3098.0
D,Development,Back-End Developers,17.39,24.0,4008.0
D,Development,Back-End Developers,17.39,24.0,3666.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,3499.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,3777.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,3487.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,2031.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,820.0
D,Development,Bespoke Software Developers,22.296325668700405,5.0,197.0
D,Development,Big Data Engineers,12.37,34.0,3086.0
D,Development,Big Data Engineers,12.37,34.0,2559.0
D,Development,Big Data Engineers,12.37,34.0,1573.0
D,Development,Big Data Engineers,12.37,34.0,3532.0
D,Development,Big Data Engineers,12.37,34.0,372.0
D,Development,Big Data Engineers,12.37,34.0,3957.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,229.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,13.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,4727.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,3852.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,3690.0
D,Development,Blockchain Developers,22.296325668700405,24.820422535211268,4973.0
D,Development,C# Developers,55.29,26.0,2125.0
D,Development,C# Developers,55.29,26.0,1809.0
D,Development,C# Developers,55.29,26.0,2907.0
D,Development,C# Developers,55.29,26.0,3664.0
D,Development,C# Developers,55.29,26.0,2376.0
D,Development,C# Developers,55.29,26.0,2689.0
D,Development,C++ Developers,10.73,26.0,4964.0
D,Development,C++ Developers,10.73,26.0,3687.0
D,Development,C++ Developers,10.73,26.0,3293.0
D,Development,C++ Developers,10.73,26.0,40.0
D,Development,C++ Developers,10.73,26.0,1927.0
D,Development,C++ Developers,10.73,26.0,499.0
D,Development,Cloud Developers,21.42,29.0,1944.0
D,Development,Cloud Developers,21.42,29.0,2128.0
D,Development,Cloud Developers,21.42,29.0,1408.0
D,Development,Cloud Developers,21.42,29.0,3431.0
D,Development,Cloud Developers,21.42,29.0,1650.0
D,Development,Cloud Developers,21.42,29.0,4937.0
D,Development,Cross-platform App Development,10.99,18.0,2830.0
D,Development,Cross-platform App Development,10.99,18.0,2572.0
D,Development,Cross-platform App Development,10.99,18.0,3630.0
D,Development,Cross-platform App Development,10.99,18.0,773.0
D,Development,Cross-platform App Development,10.99,18.0,1192.0
D,Development,Cross-platform App Development,10.99,18.0,4593.0
D,Development,CTOs,3.12,2.0,4391.0
D,Development,CTOs,3.12,2.0,4282.0
D,Development,CTOs,3.12,2.0,2968.0
D,Development,CTOs,3.12,2.0,50.0
D,Development,CTOs,3.12,2.0,4319.0
D,Development,CTOs,3.12,2.0,4029.0
D,Development,Custom Software Development,61.78,19.0,1068.0
D,Development,Custom Software Development,61.78,19.0,3936.0
D,Development,Custom Software Development,61.78,19.0,4342.0
D,Development,Custom Software Development,61.78,19.0,1882.0
D,Development,Custom Software Development,61.78,19.0,2266.0
D,Development,Custom Software Development,61.78,19.0,2359.0
D,Development,Cybersecurity Engineers,12.76,39.0,848.0
D,Development,Cybersecurity Engineers,12.76,39.0,744.0
D,Development,Cybersecurity Engineers,12.76,39.0,2126.0
D,Development,Cybersecurity Engineers,12.76,39.0,3860.0
D,Development,Cybersecurity Engineers,12.76,39.0,4424.0
D,Development,Cybersecurity Engineers,12.76,39.0,1934.0
D,Development,Data Engineers,8.79,29.0,2908.0
D,Development,Data Engineers,8.79,29.0,1701.0
D,Development,Data Engineers,8.79,29.0,642.0
D,Development,Data Engineers,8.79,29.0,2973.0
D,Development,Data Engineers,8.79,29.0,575.0
D,Development,Data Engineers,8.79,29.0,697.0
D,Development,Data Scientists,16.12,39.0,162.0
D,Development,Data Scientists,16.12,39.0,4159.0
D,Development,Data Scientists,16.12,39.0,1646.0
D,Development,Data Scientists,16.12,39.0,1287.0
D,Development,Data Scientists,16.12,39.0,2520.0
D,Development,Data Scientists,16.12,39.0,3290.0
D,Development,Deep Learning Experts,8.87,19.0,281.0
D,Development,Deep Learning Experts,8.87,19.0,2687.0
D,Development,Deep Learning Experts,8.87,19.0,974.0
D,Development,Deep Learning Experts,8.87,19.0,2002.0
D,Development,Deep Learning Experts,8.87,19.0,4615.0
D,Development,Deep Learning Experts,8.87,19.0,2328.0
D,Development,DevOps Engineers,21.04,35.0,1600.0
D,Development,DevOps Engineers,21.04,35.0,4776.0
D,Development,DevOps Engineers,21.04,35.0,205.0
D,Development,DevOps Engineers,21.04,35.0,4723.0
D,Development,DevOps Engineers,21.04,35.0,2528.0
D,Development,DevOps Engineers,21.04,35.0,2395.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,952.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,4779.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,3567.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,560.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,991.0
D,Development,Digital Marketplace Developers,22.296325668700405,24.820422535211268,2953.0
D,Development,Django Web Development,12.7,31.0,3376.0
D,Development,Django Web Development,12.7,31.0,1990.0
D,Development,Django Web Development,12.7,31.0,2484.0
D,Development,Django Web Development,12.7,31.0,3216.0
D,Development,Django Web Development,12.7,31.0,4899.0
D,Development,Django Web Development,12.7,31.0,654.0
D,Development,Drupal Developers,62.65,51.0,1303.0
D,Development,Drupal Developers,62.65,51.0,3774.0
D,Development,Drupal Developers,62.65,51.0,606.0
D,Development,Drupal Developers,62.65,51.0,757.0
D,Development,Drupal Developers,62.65,51.0,3423.0
D,Development,Drupal Developers,62.65,51.0,406.0
D,Development,Eclipse Developers,22.296325668700405,0.0,1675.0
D,Development,Eclipse Developers,22.296325668700405,0.0,436.0
D,Development,Eclipse Developers,22.296325668700405,0.0,720.0
D,Development,Eclipse Developers,22.296325668700405,0.0,3008.0
D,Development,Eclipse Developers,22.296325668700405,0.0,340.0
D,Development,Eclipse Developers,22.296325668700405,0.0,309.0
D,Development,e-Commerce Developers,26.64,23.0,4755.0
D,Development,e-Commerce Developers,26.64,23.0,2482.0
D,Development,e-Commerce Developers,26.64,23.0,1040.0
D,Development,e-Commerce Developers,26.64,23.0,978.0
D,Development,e-Commerce Developers,26.64,23.0,2256.0
D,Development,e-Commerce Developers,26.64,23.0,2093.0
D,Development,Education App Developers,126.41,8.0,273.0
D,Development,Education App Developers,126.41,8.0,485.0
D,Development,Education App Developers,126.41,8.0,4701.0
D,Development,Education App Developers,126.41,8.0,807.0
D,Development,Education App Developers,126.41,8.0,619.0
D,Development,Education App Developers,126.41,8.0,3033.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,3833.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,4626.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,2526.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,3947.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,2583.0
D,Development,Elasticsearch Experts,22.296325668700405,77.0,1779.0
D,Development,Elixir Developers,47.83,34.0,2278.0
D,Development,Elixir Developers,47.83,34.0,2540.0
D,Development,Elixir Developers,47.83,34.0,4249.0
D,Development,Elixir Developers,47.83,34.0,2701.0
D,Development,Elixir Developers,47.83,34.0,1555.0
D,Development,Elixir Developers,47.83,34.0,4875.0
D,Development,Event App Developers,23.77,9.0,4840.0
D,Development,Event App Developers,23.77,9.0,2332.0
D,Development,Event App Developers,23.77,9.0,3089.0
D,Development,Event App Developers,23.77,9.0,1773.0
D,Development,Event App Developers,23.77,9.0,475.0
D,Development,Event App Developers,23.77,9.0,3690.0
D,Development,Fintech Developers,45.94,45.0,2872.0
D,Development,Fintech Developers,45.94,45.0,3959.0
D,Development,Fintech Developers,45.94,45.0,3153.0
D,Development,Fintech Developers,45.94,45.0,4843.0
D,Development,Fintech Developers,45.94,45.0,2423.0
D,Development,Fintech Developers,45.94,45.0,1613.0
D,Development,Flutter Developers,58.97,56.0,4316.0
D,Development,Flutter Developers,58.97,56.0,4591.0
D,Development,Flutter Developers,58.97,56.0,4853.0
D,Development,Flutter Developers,58.97,56.0,3321.0
D,Development,Flutter Developers,58.97,56.0,764.0
D,Development,Flutter Developers,58.97,56.0,1644.0
D,Development,Front-End Developers,19.17,37.0,485.0
D,Development,Front-End Developers,19.17,37.0,1560.0
D,Development,Front-End Developers,19.17,37.0,2880.0
D,Development,Front-End Developers,19.17,37.0,2020.0
D,Development,Front-End Developers,19.17,37.0,1894.0
D,Development,Front-End Developers,19.17,37.0,1109.0
D,Development,Full-stack developers,19.51,49.0,4562.0
D,Development,Full-stack developers,19.51,49.0,374.0
D,Development,Full-stack developers,19.51,49.0,4744.0
D,Development,Full-stack developers,19.51,49.0,394.0
D,Development,Full-stack developers,19.51,49.0,3160.0
D,Development,Full-stack developers,19.51,49.0,2370.0
D,Development,Game Developers,12.18,33.0,3547.0
D,Development,Game Developers,12.18,33.0,1764.0
D,Development,Game Developers,12.18,33.0,1594.0
D,Development,Game Developers,12.18,33.0,2912.0
D,Development,Game Developers,12.18,33.0,2116.0
D,Development,Game Developers,12.18,33.0,1653.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,2857.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,2928.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,657.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,4326.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,4800.0
D,Development,GAN Networks Experts,22.296325668700405,24.820422535211268,1639.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,684.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,4357.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,271.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,807.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,397.0
D,Development,Go/Golang Developers,22.296325668700405,24.820422535211268,2242.0
D,Development,HTML5 Developers,22.296325668700405,17.0,4450.0
D,Development,HTML5 Developers,22.296325668700405,17.0,3098.0
D,Development,HTML5 Developers,22.296325668700405,17.0,1489.0
D,Development,HTML5 Developers,22.296325668700405,17.0,619.0
D,Development,HTML5 Developers,22.296325668700405,17.0,2680.0
D,Development,HTML5 Developers,22.296325668700405,17.0,2970.0
D,Development,Hubspot Developers,19.75,49.0,3806.0
D,Development,Hubspot Developers,19.75,49.0,4449.0
D,Development,Hubspot Developers,19.75,49.0,2403.0
D,Development,Hubspot Developers,19.75,49.0,541.0
D,Development,Hubspot Developers,19.75,49.0,1698.0
D,Development,Hubspot Developers,19.75,49.0,2996.0
D,Development,iOS Developers,18.87,37.0,3809.0
D,Development,iOS Developers,18.87,37.0,1881.0
D,Development,iOS Developers,18.87,37.0,340.0
D,Development,iOS Developers,18.87,37.0,3903.0
D,Development,iOS Developers,18.87,37.0,3117.0
D,Development,iOS Developers,18.87,37.0,2776.0
D,Development,IoT Developers,14.01,26.0,1956.0
D,Development,IoT Developers,14.01,26.0,924.0
D,Development,IoT Developers,14.01,26.0,2087.0
D,Development,IoT Developers,14.01,26.0,2355.0
D,Development,IoT Developers,14.01,26.0,251.0
D,Development,IoT Developers,14.01,26.0,638.0
D,Development,Java Developers,13.29,36.0,1265.0
D,Development,Java Developers,13.29,36.0,3359.0
D,Development,Java Developers,13.29,36.0,1951.0
D,Development,Java Developers,13.29,36.0,1376.0
D,Development,Java Developers,13.29,36.0,2843.0
D,Development,Java Developers,13.29,36.0,1745.0
D,Development,Javascript Developers,53.18,35.0,2139.0
D,Development,Javascript Developers,53.18,35.0,3031.0
D,Development,Javascript Developers,53.18,35.0,2099.0
D,Development,Javascript Developers,53.18,35.0,39.0
D,Development,Javascript Developers,53.18,35.0,4413.0
D,Development,Javascript Developers,53.18,35.0,670.0
D,Development,jQuery Developers,5.68,4.0,3789.0
D,Development,jQuery Developers,5.68,4.0,1568.0
D,Development,jQuery Developers,5.68,4.0,3834.0
D,Development,jQuery Developers,5.68,4.0,2079.0
D,Development,jQuery Developers,5.68,4.0,2123.0
D,Development,jQuery Developers,5.68,4.0,919.0
D,Development,Kotlin Developers,18.02,25.0,4103.0
D,Development,Kotlin Developers,18.02,25.0,139.0
D,Development,Kotlin Developers,18.02,25.0,4249.0
D,Development,Kotlin Developers,18.02,25.0,109.0
D,Development,Kotlin Developers,18.02,25.0,1352.0
D,Development,Kotlin Developers,18.02,25.0,4543.0
D,Development,Laravel Developers,135.04,62.0,3637.0
D,Development,Laravel Developers,135.04,62.0,4941.0
D,Development,Laravel Developers,135.04,62.0,4442.0
D,Development,Laravel Developers,135.04,62.0,4928.0
D,Development,Laravel Developers,135.04,62.0,43.0
D,Development,Laravel Developers,135.04,62.0,1684.0
D,Development,Machine Learning Projects,17.21,29.0,1758.0
D,Development,Machine Learning Projects,17.21,29.0,2494.0
D,Development,Machine Learning Projects,17.21,29.0,3200.0
D,Development,Machine Learning Projects,17.21,29.0,481.0
D,Development,Machine Learning Projects,17.21,29.0,921.0
D,Development,Machine Learning Projects,17.21,29.0,1347.0
D,Development,Magento Developers,63.4,33.0,2020.0
D,Development,Magento Developers,63.4,33.0,4583.0
D,Development,Magento Developers,63.4,33.0,2137.0
D,Development,Magento Developers,63.4,33.0,2554.0
D,Development,Magento Developers,63.4,33.0,127.0
D,Development,Magento Developers,63.4,33.0,2097.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,1412.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,4259.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,2680.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,875.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,2945.0
D,Development,MedTech Developers,22.296325668700405,24.820422535211268,4817.0
D,Development,Mobile App Developers,51.97,24.0,2492.0
D,Development,Mobile App Developers,51.97,24.0,2025.0
D,Development,Mobile App Developers,51.97,24.0,17.0
D,Development,Mobile App Developers,51.97,24.0,2735.0
D,Development,Mobile App Developers,51.97,24.0,1269.0
D,Development,Mobile App Developers,51.97,24.0,2507.0
D,Development,MongoDB Developers,4.38,10.0,457.0
D,Development,MongoDB Developers,4.38,10.0,2372.0
D,Development,MongoDB Developers,4.38,10.0,4381.0
D,Development,MongoDB Developers,4.38,10.0,3685.0
D,Development,MongoDB Developers,4.38,10.0,2065.0
D,Development,MongoDB Developers,4.38,10.0,2776.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,4299.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,4586.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,4121.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,3690.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,4216.0
D,Development,Neural Network Programming Experts,22.296325668700405,24.820422535211268,1324.0
D,Development,Node.js Developers,40.58,40.0,4397.0
D,Development,Node.js Developers,40.58,40.0,2805.0
D,Development,Node.js Developers,40.58,40.0,4571.0
D,Development,Node.js Developers,40.58,40.0,2606.0
D,Development,Node.js Developers,40.58,40.0,1069.0
D,Development,Node.js Developers,40.58,40.0,1564.0
D,Development,Offshore Developers,166.17,38.0,441.0
D,Development,Offshore Developers,166.17,38.0,699.0
D,Development,Offshore Developers,166.17,38.0,1106.0
D,Development,Offshore Developers,166.17,38.0,3409.0
D,Development,Offshore Developers,166.17,38.0,2876.0
D,Development,Offshore Developers,166.17,38.0,1959.0
D,Development,PHP Developers,165.3,26.0,938.0
D,Development,PHP Developers,165.3,26.0,3166.0
D,Development,PHP Developers,165.3,26.0,1960.0
D,Development,PHP Developers,165.3,26.0,2302.0
D,Development,PHP Developers,165.3,26.0,1216.0
D,Development,PHP Developers,165.3,26.0,4320.0
D,Development,PostgreSQL Developers,17.8,26.0,3095.0
D,Development,PostgreSQL Developers,17.8,26.0,4213.0
D,Development,PostgreSQL Developers,17.8,26.0,922.0
D,Development,PostgreSQL Developers,17.8,26.0,2479.0
D,Development,PostgreSQL Developers,17.8,26.0,2104.0
D,Development,PostgreSQL Developers,17.8,26.0,4609.0
D,Development,PWA Developers,50.0,61.0,1205.0
D,Development,PWA Developers,50.0,61.0,2783.0
D,Development,PWA Developers,50.0,61.0,2452.0
D,Development,PWA Developers,50.0,61.0,850.0
D,Development,PWA Developers,50.0,61.0,1675.0
D,Development,PWA Developers,50.0,61.0,2204.0
D,Development,Python Web Developers,7.44,34.0,914.0
D,Development,Python Web Developers,7.44,34.0,1267.0
D,Development,Python Web Developers,7.44,34.0,1166.0
D,Development,Python Web Developers,7.44,34.0,3687.0
D,Development,Python Web Developers,7.44,34.0,4947.0
D,Development,Python Web Developers,7.44,34.0,1369.0
D,Development,Pytorch Developers,22.296325668700405,11.0,1355.0
D,Development,Pytorch Developers,22.296325668700405,11.0,3799.0
D,Development,Pytorch Developers,22.296325668700405,11.0,2064.0
D,Development,Pytorch Developers,22.296325668700405,11.0,2236.0
D,Development,Pytorch Developers,22.296325668700405,11.0,25.0
D,Development,Pytorch Developers,22.296325668700405,11.0,3196.0
D,Development,QA Engineers,7.43,23.0,2382.0
D,Development,QA Engineers,7.43,23.0,4141.0
D,Development,QA Engineers,7.43,23.0,1110.0
D,Development,QA Engineers,7.43,23.0,401.0
D,Development,QA Engineers,7.43,23.0,1842.0
D,Development,QA Engineers,7.43,23.0,405.0
D,Development,R Developers,21.95,27.0,1221.0
D,Development,R Developers,21.95,27.0,3688.0
D,Development,R Developers,21.95,27.0,3406.0
D,Development,R Developers,21.95,27.0,4340.0
D,Development,R Developers,21.95,27.0,1670.0
D,Development,R Developers,21.95,27.0,3589.0
D,Development,React Native Developers,131.87,47.0,3807.0
D,Development,React Native Developers,131.87,47.0,1039.0
D,Development,React Native Developers,131.87,47.0,1682.0
D,Development,React Native Developers,131.87,47.0,4258.0
D,Development,React Native Developers,131.87,47.0,2582.0
D,Development,React Native Developers,131.87,47.0,4703.0
D,Development,React.js Developers,94.28,45.0,1914.0
D,Development,React.js Developers,94.28,45.0,1469.0
D,Development,React.js Developers,94.28,45.0,4173.0
D,Development,React.js Developers,94.28,45.0,3126.0
D,Development,React.js Developers,94.28,45.0,3009.0
D,Development,React.js Developers,94.28,45.0,2131.0
D,Development,Remote Developers,52.31,24.0,2346.0
D,Development,Remote Developers,52.31,24.0,1174.0
D,Development,Remote Developers,52.31,24.0,1536.0
D,Development,Remote Developers,52.31,24.0,1338.0
D,Development,Remote Developers,52.31,24.0,4007.0
D,Development,Remote Developers,52.31,24.0,2589.0
D,Development,Ruby Developers,15.18,23.0,223.0
D,Development,Ruby Developers,15.18,23.0,1654.0
D,Development,Ruby Developers,15.18,23.0,2328.0
D,Development,Ruby Developers,15.18,23.0,1522.0
D,Development,Ruby Developers,15.18,23.0,1190.0
D,Development,Ruby Developers,15.18,23.0,1992.0
D,Development,Ruby on Rails Developers,274.16,37.0,766.0
D,Development,Ruby on Rails Developers,274.16,37.0,3728.0
D,Development,Ruby on Rails Developers,274.16,37.0,4451.0
D,Development,Ruby on Rails Developers,274.16,37.0,3829.0
D,Development,Ruby on Rails Developers,274.16,37.0,1514.0
D,Development,Ruby on Rails Developers,274.16,37.0,1561.0
D,Development,Rust Programmers,0.59,7.0,4748.0
D,Development,Rust Programmers,0.59,7.0,1515.0
D,Development,Rust Programmers,0.59,7.0,2786.0
D,Development,Rust Programmers,0.59,7.0,1572.0
D,Development,Rust Programmers,0.59,7.0,2512.0
D,Development,Rust Programmers,0.59,7.0,497.0
D,Development,SaaS Developers,40.87,21.0,92.0
D,Development,SaaS Developers,40.87,21.0,4531.0
D,Development,SaaS Developers,40.87,21.0,4576.0
D,Development,SaaS Developers,40.87,21.0,2910.0
D,Development,SaaS Developers,40.87,21.0,1787.0
D,Development,SaaS Developers,40.87,21.0,3844.0
D,Development,Salesforce Developers,18.05,45.0,2105.0
D,Development,Salesforce Developers,18.05,45.0,3526.0
D,Development,Salesforce Developers,18.05,45.0,4050.0
D,Development,Salesforce Developers,18.05,45.0,766.0
D,Development,Salesforce Developers,18.05,45.0,1863.0
D,Development,Salesforce Developers,18.05,45.0,1144.0
D,Development,Scala Developers,17.13,27.0,4395.0
D,Development,Scala Developers,17.13,27.0,2823.0
D,Development,Scala Developers,17.13,27.0,3172.0
D,Development,Scala Developers,17.13,27.0,873.0
D,Development,Scala Developers,17.13,27.0,1884.0
D,Development,Scala Developers,17.13,27.0,702.0
D,Development,Shopify Developers,18.7,59.0,503.0
D,Development,Shopify Developers,18.7,59.0,1274.0
D,Development,Shopify Developers,18.7,59.0,349.0
D,Development,Shopify Developers,18.7,59.0,3236.0
D,Development,Shopify Developers,18.7,59.0,1720.0
D,Development,Shopify Developers,18.7,59.0,2124.0
