Competitor ID,Vertical Category,Primary Skill, Primary Skill Avg. Search Volume (12 mo),Primary Skill Avg. Search Volume (6 mo),Primary Skill Avg. Search Volume (3 mo),Primary Skill CPC/USD,Primary Skill PPC,Primary Skill Keyword Difficulty,Related Skill,Related Skill Avg. Search Volume (12 mo),Primary Skill Avg. Search Volume (6 mo),Related Skill Avg. Search Volume (3 mo),Related Skill CPC/USD,Related Skill PPC,Related Skill Keyword Difficulty,# of Jobs
D,Development,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,4591.00
D,Development,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,4853.00
D,Development,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,3321.00
D,Development,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,Mobile Designers,80.00,80.00,70.00,,21.00,35.00,764.00
D,Development,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,1644.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,Angular Developers,390.00,340.00,320.00,67.52,29.00,32.00,485.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,Backend Developers,5600.00,5800.00,5800.00,17.39,24.00,41.00,1560.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,React Developers,1100.00,1100.00,1100.00,70.23,47.00,29.00,2880.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,2020.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,1894.00
D,Development,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,1109.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,.net Developers,1900.00,1900.00,1900.00,31.34,39.00,40.00,4562.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,374.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,Front-End Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,4744.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,394.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,Ruby on Rails Developers,470.00,480.00,510.00,274.16,37.00,21.00,3160.00
D,Development,Full-stack developers,21800.00,21500.00,20800.00,19.51,49.00,40.00,Backend Developers,5600.00,5800.00,5800.00,17.39,24.00,41.00,2370.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,JAVA Developers,120.00,120.00,120.00,13.29,36.00,49.00,3547.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,1764.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,C# Developers,400.00,400.00,420.00,55.29,26.00,26.00,1594.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,Unity Developers,1000.00,1100.00,1200.00,23.34,39.00,,2912.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,2116.00
D,Development,Game Developers,1000.00,1100.00,1200.00,12.18,33.00,54.00,Rust Developers,560.00,450.00,480.00,15.98,15.00,,1653.00
D,Development,GAN Networks Experts,,,,,,,AI Experts,130.00,130.00,130.00,5.17,31.00,31.00,2857.00
D,Development,GAN Networks Experts,,,,,,,Deep Learning Experts,10.00,10.00,20.00,8.87,19.00,37.00,2928.00
D,Development,GAN Networks Experts,,,,,,,Machine Learning Engineers,5300.00,5400.00,5400.00,17.02,44.00,,657.00
D,Development,GAN Networks Experts,,,,,,,R Developers,80.00,80.00,80.00,21.95,27.00,,4326.00
D,Development,GAN Networks Experts,,,,,,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,4800.00
D,Development,GAN Networks Experts,,,,,,,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,1639.00
D,Development,Go/Golang Developers,,,,,,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,684.00
D,Development,Go/Golang Developers,,,,,,,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,4357.00
D,Development,Go/Golang Developers,,,,,,,C# Developers,400.00,400.00,420.00,55.29,26.00,26.00,271.00
D,Development,Go/Golang Developers,,,,,,,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,807.00
D,Development,Go/Golang Developers,,,,,,,Ruby on Rails Developers,470.00,480.00,510.00,274.16,37.00,21.00,397.00
D,Development,Go/Golang Developers,,,,,,,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,2242.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,4450.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,Shopify Developers,4200.00,4000.00,3800.00,18.70,59.00,40.00,3098.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,1489.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,619.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,2680.00
D,Development,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,WordPress Developers,4300.00,5400.00,6300.00,46.47,32.00,60.00,2970.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Business Analysts,4400.00,4400.00,4700.00,11.57,31.00,44.00,3806.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Marketplace Developers,60.00,60.00,50.00,51.38,36.00,26.00,4449.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,2403.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,541.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,1698.00
D,Development,Hubspot Developers,520.00,500.00,450.00,19.75,49.00,53.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,2996.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,JAVA Developers,120.00,120.00,120.00,13.29,36.00,49.00,3809.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,1881.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,340.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,Android Developers,520.00,510.00,540.00,7.18,31.00,62.00,3903.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,3117.00
D,Development,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,Swift Developers,520.00,480.00,480.00,25.92,33.00,,2776.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,1956.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,IT Project Managers,50.00,60.00,60.00,9.02,32.00,55.00,924.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,2087.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,2355.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,251.00
D,Development,IoT Developers,190.00,180.00,200.00,14.01,26.00,39.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,638.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,C# Developers,400.00,400.00,420.00,55.29,26.00,26.00,1265.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,3359.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,1951.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,1376.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,Go Developers,190.00,180.00,180.00,23.16,32.00,,2843.00
D,Development,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,1745.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,Front-end Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,2139.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,React Developers,1100.00,1100.00,1100.00,70.23,47.00,29.00,3031.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,TypeScript Developers,60.00,80.00,80.00,28.27,19.00,,2099.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,39.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,Angular Developers,390.00,340.00,320.00,67.52,29.00,32.00,4413.00
D,Development,Javascript Developers,730.00,690.00,720.00,53.18,35.00,38.00,Vue.js Developers,140.00,100.00,100.00,118.58,31.00,34.00,670.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,SQL Developers,50.00,40.00,40.00,5.41,2.00,37.00,3789.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,1568.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,3834.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,2079.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,2123.00
D,Development,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,Data Scientists,68300.00,71700.00,74000.00,16.12,39.00,63.00,919.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,Swift Developers,520.00,480.00,480.00,25.92,33.00,,4103.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,139.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,4249.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,109.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,Mobile Designers,80.00,80.00,70.00,,21.00,35.00,1352.00
D,Development,Kotlin Developers,110.00,110.00,110.00,18.02,25.00,,JAVA Developers,120.00,120.00,120.00,13.29,36.00,49.00,4543.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,3637.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,4941.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,4442.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,4928.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,43.00
D,Development,Laravel Developers,230.00,220.00,210.00,135.04,62.00,25.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,1684.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,1758.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,2494.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,Deep Learning Experts,10.00,10.00,20.00,8.87,19.00,37.00,3200.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,Data Scientists,68300.00,71700.00,74000.00,16.12,39.00,63.00,481.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,AI Experts,130.00,130.00,130.00,5.17,31.00,31.00,921.00
D,Development,Machine Learning Projects,1300.00,1300.00,1500.00,17.21,29.00,43.00,R Developers,80.00,80.00,80.00,21.95,27.00,,1347.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,Marketplace Developers,60.00,60.00,50.00,51.38,36.00,26.00,2020.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,4583.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,eCommerce Developers,510.00,510.00,480.00,26.64,23.00,48.00,2137.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,2554.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,Salesforce Developers,290.00,300.00,300.00,18.05,45.00,65.00,127.00
D,Development,Magento Developers,920.00,770.00,770.00,63.40,33.00,40.00,Shopify Developers,4200.00,4000.00,3800.00,18.70,59.00,40.00,2097.00
D,Development,MedTech Developers,,,,,,,AI Developers,290.00,300.00,320.00,27.19,44.00,42.00,1412.00
D,Development,MedTech Developers,,,,,,,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,4259.00
D,Development,MedTech Developers,,,,,,,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,2680.00
D,Development,MedTech Developers,,,,,,,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,875.00
D,Development,MedTech Developers,,,,,,,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,2945.00
D,Development,MedTech Developers,,,,,,,IT Project Managers,50.00,60.00,60.00,9.02,32.00,55.00,4817.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,Mobile Designers,80.00,80.00,70.00,,21.00,35.00,2492.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,2025.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,Android Developers,520.00,510.00,540.00,7.18,31.00,62.00,17.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,JAVA Developers,120.00,120.00,120.00,13.29,36.00,49.00,2735.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,1269.00
D,Development,Mobile App Developers,460.00,350.00,350.00,51.97,24.00,58.00,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,2507.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,SQL Developers,50.00,40.00,40.00,5.41,2.00,37.00,457.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,2372.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,Data Scientists,68300.00,71700.00,74000.00,16.12,39.00,63.00,4381.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,3685.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,2065.00
D,Development,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,2776.00
D,Development,Neural Network Programming Experts,,,,,,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,4299.00
D,Development,Neural Network Programming Experts,,,,,,,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,4586.00
D,Development,Neural Network Programming Experts,,,,,,,R Developers,80.00,80.00,80.00,21.95,27.00,,4121.00
D,Development,Neural Network Programming Experts,,,,,,,AI Experts,130.00,130.00,130.00,5.17,31.00,31.00,3690.00
D,Development,Neural Network Programming Experts,,,,,,,Machine Learning Engineers,5300.00,5400.00,5400.00,17.02,44.00,,4216.00
D,Development,Neural Network Programming Experts,,,,,,,Deep Learning Experts,10.00,10.00,20.00,8.87,19.00,37.00,1324.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,Front End Developers,240.00,240.00,250.00,19.17,37.00,54.00,4397.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,2805.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,4571.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,2606.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,1069.00
D,Development,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,Backend Developers,5600.00,5800.00,5800.00,17.39,24.00,41.00,1564.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,441.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,699.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,1106.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,AI Developers,290.00,300.00,320.00,27.19,44.00,42.00,3409.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,IT Project Managers,50.00,60.00,60.00,9.02,32.00,55.00,2876.00
D,Development,Offshore Developers,100.00,110.00,120.00,166.17,38.00,35.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,1959.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,938.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,3166.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,Go Developers,190.00,180.00,180.00,23.16,32.00,,1960.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,2302.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,C# Developers,400.00,400.00,420.00,55.29,26.00,26.00,1216.00
D,Development,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,Ruby on Rails Developers,470.00,480.00,510.00,274.16,37.00,21.00,4320.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,MongoDB Developers,120.00,170.00,140.00,4.38,10.00,43.00,3095.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,4213.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,jQuery Developers,40.00,50.00,60.00,5.68,4.00,,922.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,2479.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,Data Scientists,68300.00,71700.00,74000.00,16.12,39.00,63.00,2104.00
D,Development,PostgreSQL Developers,50.00,90.00,80.00,17.80,26.00,,SQL Developers,50.00,40.00,40.00,5.41,2.00,37.00,4609.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,1205.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,2783.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,2452.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,Angular Developers,390.00,340.00,320.00,67.52,29.00,32.00,850.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,React Developers,1100.00,1100.00,1100.00,70.23,47.00,29.00,1675.00
D,Development,PWA Developers,40.00,30.00,40.00,50.00,61.00,41.00,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,2204.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,C# Developers,400.00,400.00,420.00,55.29,26.00,26.00,914.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,1267.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,1166.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,Java Developers,120.00,120.00,120.00,13.29,36.00,49.00,3687.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,Ruby on Rails Developers,470.00,480.00,510.00,274.16,37.00,21.00,4947.00
D,Development,Python Web Developers,1700.00,1600.00,1600.00,7.44,34.00,,R Developers,80.00,80.00,80.00,21.95,27.00,,1369.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,Big Data Engineers,2900.00,3000.00,3300.00,12.37,34.00,,1355.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,TensorFlow Developers,80.00,100.00,110.00,2.25,35.00,45.00,3799.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,AI Developers,290.00,300.00,320.00,27.19,44.00,42.00,2064.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,Machine Learning Engineers,5300.00,5400.00,5400.00,17.02,44.00,,2236.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,Data Scientists,68300.00,71700.00,74000.00,16.12,39.00,63.00,25.00
D,Development,Pytorch Developers,40.00,60.00,60.00,,11.00,44.00,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,3196.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,Software Consultants,2100.00,2100.00,2200.00,27.31,29.00,27.00,2382.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,DevOps Engineers,10100.00,11800.00,11300.00,21.04,35.00,44.00,4141.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,Product Managers,31100.00,32100.00,33100.00,8.81,33.00,43.00,1110.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,IT Project Managers,50.00,60.00,60.00,9.02,32.00,55.00,401.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,Agile Coaches,2700.00,2500.00,2500.00,4.46,28.00,20.00,1842.00
D,Development,QA Engineers,6400.00,7300.00,7100.00,7.43,23.00,42.00,Fullstack Developers,21800.00,21500.00,20800.00,19.51,49.00,,405.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,Data Engineers,16400.00,17500.00,18100.00,8.79,29.00,38.00,1221.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,Machine Learning Engineers,5300.00,5400.00,5400.00,17.02,44.00,,3688.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,Python Developers,230.00,230.00,220.00,14.26,45.00,36.00,3406.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,Deep Learning Experts,10.00,10.00,20.00,8.87,19.00,37.00,4340.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,AI Experts,130.00,130.00,130.00,5.17,31.00,31.00,1670.00
D,Development,R Developers,80.00,80.00,80.00,21.95,27.00,,Web Developers,1500.00,1500.00,1500.00,22.33,36.00,60.00,3589.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,Android Developers,520.00,510.00,540.00,7.18,31.00,62.00,3807.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,Mobile Developers,1300.00,1200.00,1200.00,22.01,29.00,40.00,1039.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,iOS Developers,80.00,80.00,80.00,18.87,37.00,47.00,1682.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,UX/UI Designers,16500.00,17500.00,18100.00,22.14,51.00,,4258.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,Flutter Developers,700.00,800.00,770.00,58.97,56.00,29.00,2582.00
D,Development,React Native Developers,420.00,400.00,390.00,131.87,47.00,32.00,Mobile Designers,80.00,80.00,70.00,,21.00,35.00,4703.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,Angular Developers,390.00,340.00,320.00,67.52,29.00,32.00,1914.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,1469.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,Front-end Developers,11700.00,11700.00,12100.00,19.17,37.00,38.00,4173.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,TypeScript Developers,60.00,80.00,80.00,28.27,19.00,,3126.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,Vue.js Developers,140.00,100.00,100.00,118.58,31.00,34.00,3009.00
D,Development,React.js Developers,200.00,190.00,190.00,94.28,45.00,34.00,Node.js Developers,690.00,690.00,670.00,40.58,40.00,39.00,2131.00
