Competitor_ID,Vertical_Category,Primary_Skill,Primary_Skill_CPC_USD,Primary_Skill_PPC,Related_Skill,Related_Skill_CPC_USD,Related_Skill_PPC,#_of_Jobs
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Mobile App Designers,29.95,12.0,4821.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Java Developers,13.29,36.0,3384.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,AI Experts,5.17,31.0,1309.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Angular Developers,67.52,29.0,2141.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Node.js Developers,40.58,40.0,4451.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,See all Project Managers,24.82042253521132,24.82042253521132,1884.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Go/Golang Developers,24.82042253521132,24.82042253521132,1754.0
D,Development,Software Developers For Enterprises,22.296325668700405,24.820422535211268,Hubspot Developers,19.75,49.0,1642.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,AI Experts,5.17,31.0,1897.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Web Developers,22.33,36.0,463.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,C# Developers,55.29,26.0,961.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Angular Developers,67.52,29.0,1787.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Node.js Developers,40.58,40.0,309.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,See all Designers,24.82042253521132,24.82042253521132,616.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Ruby on Rails Developers,274.16,37.0,1916.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Hubspot Developers,19.75,49.0,4757.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,UX/UI Designers,22.14,51.0,2668.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Product Designers,14.47,44.0,336.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,React Native Developers,131.87,47.0,1904.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Product Owners,3.94,4.0,4598.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Python Web Developers,7.44,34.0,3932.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Mobile App Developers,51.97,24.0,239.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,IT Project Managers,9.02,32.0,4157.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Machine Learning Projects,17.21,29.0,3891.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Mobile App Designers,29.95,12.0,2369.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Scrum Masters,7.4,31.0,4972.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,See all Developers,24.82042253521132,24.82042253521132,3280.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Java Developers,13.29,36.0,2052.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Web Designers,22.33,36.0,1317.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Software Consultants,27.31,29.0,2469.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,iOS Developers,18.87,37.0,746.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,React.js Developers,94.28,45.0,4865.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Business Analysts,11.57,31.0,3833.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,See all Project Managers,24.82042253521132,24.82042253521132,3883.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Android App Developers,12.29,34.0,3057.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,PHP Developers,165.3,26.0,829.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Go/Golang Developers,24.82042253521132,24.82042253521132,4780.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Illustration Designers,14.35,50.0,4848.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Javascript Developers,53.18,35.0,4397.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,Full-stack developers,19.51,49.0,4986.0
D,Development,Software Developers For Scale-ups,22.296325668700405,24.820422535211268,.net Developers,31.34,39.0,2781.0
D,Development,Software Developers For Startups,30.98,40.0,Web Developers,22.33,36.0,2716.0
D,Development,Software Developers For Startups,30.98,40.0,UX/UI Designers,22.14,51.0,3175.0
D,Development,Software Developers For Startups,30.98,40.0,Web Designers,22.33,36.0,1226.0
D,Development,Software Developers For Startups,30.98,40.0,Hubspot Developers,19.75,49.0,3163.0
D,Development,Software Developers For Startups,30.98,40.0,Mobile App Developers,51.97,24.0,1286.0
D,Development,Software Developers For Startups,30.98,40.0,AI Experts,5.17,31.0,2970.0
D,Development,Software Developers For Startups,30.98,40.0,Scrum Masters,7.4,31.0,2768.0
D,Development,Software Developers For Startups,30.98,40.0,React Native Developers,131.87,47.0,2477.0
D,Development,Software Developers For Startups,30.98,40.0,React.js Developers,94.28,45.0,2973.0
D,Development,Software Developers For Startups,30.98,40.0,Java Developers,13.29,36.0,2474.0
D,Development,Software Developers For Startups,30.98,40.0,Mobile App Designers,29.95,12.0,275.0
D,Development,Software Developers For Startups,30.98,40.0,iOS Developers,18.87,37.0,250.0
D,Development,Software Developers For Startups,30.98,40.0,Full-stack developers,19.51,49.0,3875.0
D,Development,Software Developers For Startups,30.98,40.0,Product Owners,3.94,4.0,1493.0
D,Development,Software Developers For Startups,30.98,40.0,Illustration Designers,14.35,50.0,4709.0
D,Development,Software Developers For Startups,30.98,40.0,Python Web Developers,7.44,34.0,4807.0
D,Development,Software Developers For Startups,30.98,40.0,Ruby on Rails Developers,274.16,37.0,4852.0
D,Development,Software Developers For Startups,30.98,40.0,Android App Developers,12.29,34.0,900.0
D,Development,Software Developers For Startups,30.98,40.0,Software Consultants,27.31,29.0,759.0
D,Development,Software Developers For Startups,30.98,40.0,Node.js Developers,40.58,40.0,1743.0
D,Development,Software Developers For Startups,30.98,40.0,Business Analysts,11.57,31.0,1399.0
D,Development,Software Developers For Startups,30.98,40.0,PHP Developers,165.3,26.0,3461.0
D,Development,Software Developers For Startups,30.98,40.0,Angular Developers,67.52,29.0,3483.0
D,Development,Software Developers For Startups,30.98,40.0,Machine Learning Projects,17.21,29.0,969.0
D,Development,Software Developers For Startups,30.98,40.0,See all Designers,24.82042253521132,24.82042253521132,1653.0
D,Development,Software Developers For Startups,30.98,40.0,IT Project Managers,9.02,32.0,4779.0
D,Development,Software Developers For Startups,30.98,40.0,Product Designers,14.47,44.0,3639.0
D,Development,Software Developers For Startups,30.98,40.0,Go/Golang Developers,24.82042253521132,24.82042253521132,2046.0
D,Development,Software Developers For Startups,30.98,40.0,See all Developers,24.82042253521132,24.82042253521132,765.0
D,Development,Software Developers For Startups,30.98,40.0,.net Developers,31.34,39.0,4170.0
D,Development,Software Developers For Startups,30.98,40.0,C# Developers,55.29,26.0,2977.0
D,Development,Software Developers For Startups,30.98,40.0,Javascript Developers,53.18,35.0,1177.0
D,Development,Software Developers For Startups,30.98,40.0,See all Project Managers,24.82042253521132,24.82042253521132,300.0
D,Development,SQL Developers,5.41,2.0,PostgreSQL Developers,17.8,26.0,4263.0
D,Development,SQL Developers,5.41,2.0,MongoDB Developers,4.38,10.0,2521.0
D,Development,SQL Developers,5.41,2.0,Data Engineers,8.79,29.0,3408.0
D,Development,SQL Developers,5.41,2.0,Data Scientists,16.12,39.0,4390.0
D,Development,SQL Developers,5.41,2.0,jQuery Developers,5.68,4.0,251.0
D,Development,SQL Developers,5.41,2.0,Python Developers,14.26,45.0,2148.0
D,Development,Swift Developers,25.92,33.0,Cross-platform app development,10.99,18.0,4268.0
D,Development,Swift Developers,25.92,33.0,Mobile Developers,22.01,29.0,3997.0
D,Development,Swift Developers,25.92,33.0,Mobile Designers,24.82042253521132,21.0,80.0
D,Development,Swift Developers,25.92,33.0,React Native Developers,131.87,47.0,92.0
D,Development,Swift Developers,25.92,33.0,JAVA Developers,13.29,36.0,1385.0
D,Development,Swift Developers,25.92,33.0,iOS Developers,18.87,37.0,2390.0
D,Development,Tensorflow Developers,2.25,35.0,Deep Learning Experts,8.87,19.0,831.0
D,Development,Tensorflow Developers,2.25,35.0,Data Engineers,8.79,29.0,660.0
D,Development,Tensorflow Developers,2.25,35.0,AI Experts,5.17,31.0,4032.0
D,Development,Tensorflow Developers,2.25,35.0,Python Developers,14.26,45.0,4038.0
D,Development,Tensorflow Developers,2.25,35.0,Machine Learning Engineers,17.02,44.0,3266.0
D,Development,Tensorflow Developers,2.25,35.0,R Developers,21.95,27.0,2781.0
D,Development,Travel App Developers,22.296325668700405,6.0,AI Developers,27.19,44.0,1597.0
D,Development,Travel App Developers,22.296325668700405,6.0,IT Project Managers,9.02,32.0,4785.0
D,Development,Travel App Developers,22.296325668700405,6.0,Software Consultants,27.31,29.0,2064.0
D,Development,Travel App Developers,22.296325668700405,6.0,UX/UI Designers,22.14,51.0,645.0
D,Development,Travel App Developers,22.296325668700405,6.0,Web Developers,22.33,36.0,520.0
D,Development,Travel App Developers,22.296325668700405,6.0,Mobile Developers,22.01,29.0,4124.0
D,Development,TypeScript Developers,28.27,19.0,Web Developers,22.33,36.0,2680.0
D,Development,TypeScript Developers,28.27,19.0,JavaScript Developers,53.18,35.0,1074.0
D,Development,TypeScript Developers,28.27,19.0,Software Consultants,27.31,29.0,4254.0
D,Development,TypeScript Developers,28.27,19.0,UX/UI Designers,22.14,51.0,439.0
D,Development,TypeScript Developers,28.27,19.0,Python Developers,14.26,45.0,2778.0
D,Development,TypeScript Developers,28.27,19.0,React Native Developers,131.87,47.0,187.0
D,Development,Unity Developers,23.34,39.0,Game Developers,12.18,33.0,851.0
D,Development,Unity Developers,23.34,39.0,JAVA Developers,13.29,36.0,1943.0
D,Development,Unity Developers,23.34,39.0,Python Developers,14.26,45.0,1140.0
D,Development,Unity Developers,23.34,39.0,Software Consultants,27.31,29.0,4062.0
D,Development,Unity Developers,23.34,39.0,IT Project Managers,9.02,32.0,3950.0
D,Development,Unity Developers,23.34,39.0,C# Developers,55.29,26.0,182.0
D,Development,VBA Developers,13.79,38.0,JavaScript Developers,53.18,35.0,539.0
D,Development,VBA Developers,13.79,38.0,Software Consultants,27.31,29.0,289.0
D,Development,VBA Developers,13.79,38.0,IT Project Managers,9.02,32.0,245.0
D,Development,VBA Developers,13.79,38.0,Data Engineers,8.79,29.0,3763.0
D,Development,VBA Developers,13.79,38.0,Data Scientists,16.12,39.0,2698.0
D,Development,VBA Developers,13.79,38.0,API Developers,32.63,35.0,3375.0
D,Development,Vue Developers,87.78,48.0,Angular Developers,67.52,29.0,3588.0
D,Development,Vue Developers,87.78,48.0,React Developers,70.23,47.0,3434.0
D,Development,Vue Developers,87.78,48.0,Front-end Developers,19.17,37.0,3453.0
D,Development,Vue Developers,87.78,48.0,Node.js Developers,40.58,40.0,3432.0
D,Development,Vue Developers,87.78,48.0,JavaScript Developers,53.18,35.0,158.0
D,Development,Vue Developers,87.78,48.0,TypeScript Developers,28.27,19.0,4277.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,AI Developers,27.19,44.0,4465.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,Web Developers,22.33,36.0,2452.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,IT Project Managers,9.02,32.0,2592.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,Mobile Developers,22.01,29.0,3355.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,Software Consultants,27.31,29.0,4472.0
D,Development,Web & Mobile Developers For Startups,22.296325668700405,24.820422535211268,UX/UI Designers,22.14,51.0,3049.0
D,Development,Web Developers,22.33,36.0,IT Project Managers,9.02,32.0,1849.0
D,Development,Web Developers,22.33,36.0,Backend Developers,17.39,24.0,4962.0
D,Development,Web Developers,22.33,36.0,Front End Developers,19.17,37.0,2790.0
D,Development,Web Developers,22.33,36.0,Fullstack Developers,19.51,49.0,3792.0
D,Development,Web Developers,22.33,36.0,Web Designers,22.33,36.0,686.0
D,Development,Web Developers,22.33,36.0,Software Consultants,27.31,29.0,2089.0
D,Development,Wordpress Developers,46.47,32.0,Hubspot Developers,19.75,49.0,963.0
D,Development,Wordpress Developers,46.47,32.0,IT Project Managers,9.02,32.0,4402.0
D,Development,Wordpress Developers,46.47,32.0,Web Designers,22.33,36.0,4803.0
D,Development,Wordpress Developers,46.47,32.0,Software Consultants,27.31,29.0,696.0
D,Development,Wordpress Developers,46.47,32.0,Web Developers,22.33,36.0,4803.0
D,Development,Wordpress Developers,46.47,32.0,Ruby on Rails Developers,274.16,37.0,2771.0
D,Development,Xamarin Developers,134.99,43.0,UX/UI Designers,22.14,51.0,4867.0
D,Development,Xamarin Developers,134.99,43.0,React Native Developers,131.87,47.0,3916.0
D,Development,Xamarin Developers,134.99,43.0,iOS Developers,18.87,37.0,3809.0
D,Development,Xamarin Developers,134.99,43.0,Android Developers,7.18,31.0,3812.0
D,Development,Xamarin Developers,134.99,43.0,Mobile Designers,24.82042253521132,21.0,744.0
D,Development,Xamarin Developers,134.99,43.0,JAVA Developers,13.29,36.0,397.0
E,Other,natural language toolkit,4.21,6.0,Not Identified,34.78666666666667,34.78666666666667,2720.0
E,Other,abbreviations,0.5,0.0,Not Identified,34.78666666666667,34.78666666666667,2960.0
E,Other,sublime text,0.13,0.0,Not Identified,34.78666666666667,34.78666666666667,3470.0
E,Other,yaml,4.01,1.0,Not Identified,34.78666666666667,34.78666666666667,275.0
E,Other,vlcj,21.89184397163118,1.0,Not Identified,34.78666666666667,34.78666666666667,1498.0
E,Other,vim,0.29,69.0,Not Identified,34.78666666666667,34.78666666666667,4168.0
E,Other,tex commands,21.89184397163118,0.0,Not Identified,34.78666666666667,34.78666666666667,151.0
E,Other,rss,0.84,4.0,Not Identified,34.78666666666667,34.78666666666667,3954.0
E,Other,radius,1.04,2.0,Not Identified,34.78666666666667,34.78666666666667,4257.0
E,Other,pincode,1.32,1.0,Not Identified,34.78666666666667,34.78666666666667,4207.0
E,Other,jboss fuse,11.19,5.0,Not Identified,34.78666666666667,34.78666666666667,2260.0
E,Other,itil,11.57,31.0,Not Identified,34.78666666666667,34.78666666666667,1830.0
E,Other,itext,13.86,1.0,Not Identified,34.78666666666667,34.78666666666667,656.0
E,Other,ifsccode,21.89184397163118,0.0,Not Identified,34.78666666666667,34.78666666666667,1152.0
E,Other,gradle,8.76,0.0,Not Identified,34.78666666666667,34.78666666666667,4650.0
E,Other,google colab,0.74,0.0,Not Identified,34.78666666666667,34.78666666666667,3708.0
E,Other,gensim,21.89184397163118,0.0,Not Identified,34.78666666666667,34.78666666666667,4145.0
E,Other,gnu debugger,2.88,8.0,Not Identified,34.78666666666667,34.78666666666667,864.0
E,Other,drools,3.54,1.0,Not Identified,34.78666666666667,34.78666666666667,4115.0
E,Other,dll,1.33,1.0,Not Identified,34.78666666666667,34.78666666666667,4280.0
E,Other,bpel,21.89184397163118,1.0,Not Identified,34.78666666666667,34.78666666666667,1182.0
E,Other,awselasticache,21.89184397163118,34.78666666666667,Not Identified,34.78666666666667,34.78666666666667,628.0
E,Other,apache httpclient,21.89184397163118,0.0,Not Identified,34.78666666666667,34.78666666666667,4610.0
E,Other,adobe robohelp,3.03,15.0,Not Identified,34.78666666666667,34.78666666666667,119.0
E,Other,adobe indesign cc,5.74,77.0,Not Identified,34.78666666666667,34.78666666666667,2607.0
E,Development,blockchain,22.296325668700405,24.820422535211268,Not Identified,24.82042253521132,24.82042253521132,3827.0
E,Development,blue prism,13.34,28.0,Not Identified,24.82042253521132,24.82042253521132,4759.0
E,Development,bitcoin,22.296325668700405,24.820422535211268,Not Identified,24.82042253521132,24.82042253521132,462.0
E,Development,ethereum,22.296325668700405,24.820422535211268,Not Identified,24.82042253521132,24.82042253521132,4970.0
E,Development,virtualization2.0,22.296325668700405,24.820422535211268,Not Identified,24.82042253521132,24.82042253521132,4142.0
E,Development,unity,0.71,7.0,Not Identified,24.82042253521132,24.82042253521132,2675.0
E,Development,tweetdeck,3.77,0.0,Not Identified,24.82042253521132,24.82042253521132,2571.0
E,Development,salesforce,5.56,20.0,Not Identified,24.82042253521132,24.82042253521132,3180.0
E,Development,python blockchain,22.296325668700405,24.820422535211268,Not Identified,24.82042253521132,24.82042253521132,1483.0
E,Development,openshift,9.49,16.0,Not Identified,24.82042253521132,24.82042253521132,3399.0
E,Development,elasticsearch,14.29,28.0,Not Identified,24.82042253521132,24.82042253521132,2814.0
E,Development,docker,0.95,61.0,Not Identified,24.82042253521132,24.82042253521132,3727.0
E,Development,cloudrail,37.57,4.0,Not Identified,24.82042253521132,24.82042253521132,511.0
E,Development,apache flink,5.39,2.0,Not Identified,24.82042253521132,24.82042253521132,305.0
E,Development,apache camel,2.48,1.0,Not Identified,24.82042253521132,24.82042253521132,2445.0
E,Development,ansible,11.7,5.0,Not Identified,24.82042253521132,24.82042253521132,3414.0
E,Development,Java,2.55,2.0,spring,1.16,24.0,497.0
E,Development,Java,2.55,2.0,boon,0.46,6.0,3415.0
E,Development,Java,2.55,2.0,design pattern,0.51,70.0,1603.0
E,Development,Java,2.55,2.0,swing,0.96,100.0,2439.0
E,Development,Java,2.55,2.0,swingexamples,24.82042253521132,24.82042253521132,2766.0
E,Development,Java,2.55,2.0,jackson,1.51,1.0,463.0
E,Development,Java,2.55,2.0,jackson annotations,24.82042253521132,0.0,1706.0
E,Development,Java,2.55,2.0,servlets,24.82042253521132,0.0,3177.0
E,Development,Java,2.55,2.0,guava,0.34,77.0,4136.0
E,Development,Java,2.55,2.0,xstream,0.95,15.0,4429.0
E,Development,Java,2.55,2.0,testng,6.55,6.0,135.0
E,Development,Java,2.55,2.0,struts 2,24.82042253521132,1.0,1543.0
E,Development,Java,2.55,2.0,springws,24.82042253521132,0.0,1227.0
E,Development,Java,2.55,2.0,springmvc,24.82042253521132,0.0,959.0
E,Development,Java,2.55,2.0,springjdbc,24.82042253521132,0.0,1790.0
E,Development,Java,2.55,2.0,spring boot,1.8,15.0,1655.0
E,Development,Java,2.55,2.0,springbootcli,24.82042253521132,24.82042253521132,1706.0
E,Development,Java,2.55,2.0,spring batch,2.25,1.0,3345.0
E,Development,Java,2.55,2.0,springaop,24.82042253521132,0.0,4960.0
E,Development,Java,2.55,2.0,slf4j,24.82042253521132,0.0,1842.0
E,Development,Java,2.55,2.0,rxjava,24.82042253521132,0.0,4244.0
E,Development,Java,2.55,2.0,pdfbox,4.12,1.0,4130.0
E,Development,Java,2.55,2.0,passay,24.82042253521132,0.0,3596.0
E,Development,Java,2.55,2.0,org json,24.82042253521132,0.0,308.0
E,Development,Java,2.55,2.0,mulesoft,25.34,32.0,3952.0
E,Development,Java,2.55,2.0,maven,7.36,7.0,3188.0
E,Development,Java,2.55,2.0,lucene,3.72,2.0,4979.0
E,Development,Java,2.55,2.0,log4j,3.2,5.0,2634.0
E,Development,Java,2.55,2.0,junit,5.18,1.0,4935.0
E,Development,Java,2.55,2.0,jsp,0.85,2.0,4907.0
E,Development,Java,2.55,2.0,jsoup,24.82042253521132,0.0,721.0
E,Development,Java,2.55,2.0,json,2.61,1.0,321.0
E,Development,Java,2.55,2.0,json simple,24.82042253521132,0.0,860.0
E,Development,Java,2.55,2.0,jpa,2.95,0.0,4892.0
E,Development,Java,2.55,2.0,jogl,24.82042253521132,0.0,4618.0
E,Development,Java,2.55,2.0,jmeter,2.58,4.0,4681.0
E,Development,Java,2.55,2.0,jfreechart,7.27,1.0,3020.0
E,Development,Java,2.55,2.0,jdb,9.53,1.0,391.0
E,Development,Java,2.55,2.0,jdbc,3.37,0.0,4274.0
E,Development,Java,2.55,2.0,jbpm5,24.82042253521132,24.82042253521132,4342.0
E,Development,Java,2.55,2.0,javaregex,24.82042253521132,0.0,3997.0
E,Development,Java,2.55,2.0,java cryptography,24.82042253521132,3.0,3356.0
E,Development,Java,2.55,2.0,java virtual machine,8.46,7.0,2746.0
E,Development,Java,2.55,2.0,java,2.55,2.0,981.0
E,Development,Java,2.55,2.0,java i18n,24.82042253521132,0.0,2461.0
E,Development,Java,2.55,2.0,javaexamples,1.62,2.0,474.0
E,Development,Java,2.55,2.0,java concurrency,5.14,9.0,4046.0
E,Development,Java,2.55,2.0,javatuples,24.82042253521132,0.0,3551.0
E,Development,Java,2.55,2.0,java generics,1.93,0.0,2390.0
E,Development,Java,2.55,2.0,javazip,24.82042253521132,24.82042253521132,321.0
E,Development,Java,2.55,2.0,java xml,24.82042253521132,0.0,4948.0
E,Development,Java,2.55,2.0,java rmi,24.82042253521132,0.0,4387.0
E,Development,Java,2.55,2.0,java nio,2.55,0.0,1684.0
E,Development,Java,2.55,2.0,javamail api,15.86,10.0,274.0
E,Development,Java,2.55,2.0,javafx,3.02,0.0,1687.0
E,Development,Java,2.55,2.0,java9,24.82042253521132,0.0,2271.0
E,Development,Java,2.55,2.0,java8,24.82042253521132,1.0,1592.0
E,Development,Java,2.55,2.0,javatime,24.82042253521132,0.0,2998.0
E,Development,Java,2.55,2.0,jasper reports,3.24,1.0,3267.0
E,Development,Java,2.55,2.0,intellij idea,0.23,0.0,2703.0
E,Development,Java,2.55,2.0,ibatis,24.82042253521132,0.0,4409.0
E,Development,Java,2.55,2.0,hibernate,1.0,0.0,1226.0
E,Development,Java,2.55,2.0,gwt highcharts,24.82042253521132,24.82042253521132,3212.0
E,Development,Java,2.55,2.0,gwt googlecharts,24.82042253521132,24.82042253521132,3785.0
E,Development,Java,2.55,2.0,guice,24.82042253521132,1.0,2358.0
E,Development,Java,2.55,2.0,gson,0.24,0.0,3528.0
E,Development,Java,2.55,2.0,ejb,24.82042253521132,0.0,3535.0
E,Development,Java,2.55,2.0,eclipse,0.65,4.0,2621.0
E,Development,Java,2.55,2.0,easymock,24.82042253521132,1.0,491.0
E,Development,Java,2.55,2.0,awt,0.19,1.0,4158.0
E,Development,Java,2.55,2.0,xerces,24.82042253521132,0.0,4157.0
E,Development,Java,2.55,2.0,tika,0.28,2.0,2056.0
E,Development,Java,2.55,2.0,apache poi,24.82042253521132,0.0,1257.0
E,Development,Java,2.55,2.0,apache nifi,24.82042253521132,0.0,532.0
E,Development,Java,2.55,2.0,apache httpclient,24.82042253521132,0.0,1955.0
E,Development,Java,2.55,2.0,apache ivy,24.82042253521132,0.0,686.0
E,Development,Java,2.55,2.0,ant,0.94,16.0,2184.0
E,Development,Java,2.55,2.0,apache poi word,24.82042253521132,0.0,3810.0
E,Development,Java,2.55,2.0,apache poi ppt,24.82042253521132,24.82042253521132,1964.0
E,Development,Java,2.55,2.0,dbutils,24.82042253521132,0.0,368.0
E,Development,Java,2.55,2.0,commons cli,24.82042253521132,0.0,1908.0
E,Development,Java,2.55,2.0,commons io,24.82042253521132,0.0,450.0
E,Development,Java,2.55,2.0,commons collections,24.82042253521132,0.0,3543.0
E,Development,SAP,5.35,20.0,sap business workflow,24.82042253521132,16.0,258.0
E,Development,SAP,5.35,20.0,sap testing,14.16,25.0,2886.0
E,Development,SAP,5.35,20.0,sap dashboards,11.48,10.0,448.0
E,Development,SAP,5.35,20.0,sap security,11.87,33.0,1506.0
E,Development,SAP,5.35,20.0,sap smart forms,24.82042253521132,4.0,4245.0
E,Development,SAP,5.35,20.0,sap scripts,24.82042253521132,2.0,1852.0
E,Development,SAP,5.35,20.0,sap webi,24.82042253521132,6.0,2511.0
E,Development,SAP,5.35,20.0,sap ui5,2.09,2.0,1566.0
E,Development,SAP,5.35,20.0,sap successfactors,10.93,23.0,4992.0
E,Development,SAP,5.35,20.0,sap srm,2.99,3.0,1173.0
E,Development,SAP,5.35,20.0,sap solman,5.17,3.0,636.0
E,Development,SAP,5.35,20.0,sap sd,1.34,4.0,940.0
E,Development,SAP,5.35,20.0,sap scm,18.99,20.0,2177.0
E,Development,SAP,5.35,20.0,sap qm,7.53,15.0,1171.0
E,Development,SAP,5.35,20.0,sap ps,24.82042253521132,3.0,2368.0
E,Development,SAP,5.35,20.0,sap pp,11.92,6.0,3078.0
E,Development,SAP,5.35,20.0,sap pm,11.48,26.0,472.0
E,Development,SAP,5.35,20.0,sap pi,29.06,5.0,4593.0
E,Development,SAP,5.35,20.0,sap payroll,17.06,36.0,372.0
E,Development,SAP,5.35,20.0,sap netweaver,6.99,5.0,1163.0
E,Development,SAP,5.35,20.0,sap mm,16.98,13.0,3801.0
E,Development,SAP,5.35,20.0,sap lumira,21.94,7.0,352.0
E,Development,SAP,5.35,20.0,sap idt,24.82042253521132,1.0,777.0
E,Development,SAP,5.35,20.0,sap hybris,6.5,18.0,2240.0
E,Development,SAP,5.35,20.0,sap hr,13.25,24.0,1783.0
E,Development,SAP,5.35,20.0,sap hana administration,24.82042253521132,11.0,3800.0
E,Development,SAP,5.35,20.0,sap hana,8.38,18.0,4974.0
E,Development,SAP,5.35,20.0,sap grc,13.2,28.0,3566.0
E,Development,SAP,5.35,20.0,sap fiori,10.21,6.0,1816.0
E,Development,SAP,5.35,20.0,sap fico,7.49,19.0,1057.0
E,Development,SAP,5.35,20.0,sap ewm,7.98,9.0,4931.0
E,Development,SAP,5.35,20.0,sap crm,8.51,24.0,3993.0
E,Development,SAP,5.35,20.0,sap cca,24.82042253521132,0.0,1466.0
E,Development,SAP,5.35,20.0,sap c4c,14.87,16.0,3699.0
E,Development,SAP,5.35,20.0,sap bw,8.68,5.0,1599.0
E,Development,SAP,5.35,20.0,sap bpc,32.52,12.0,1979.0
E,Development,SAP,5.35,20.0,sap bo administration,24.82042253521132,9.0,4656.0
E,Development,SAP,5.35,20.0,sap bods,15.3,6.0,4765.0
E,Development,SAP,5.35,20.0,sap bex,24.82042253521132,1.0,1338.0
E,Development,SAP,5.35,20.0,sap basis,1.0,8.0,2249.0
E,Development,SAP,5.35,20.0,sap ariba,18.16,5.0,2945.0
E,Development,SAP,5.35,20.0,sap apo,10.61,2.0,4843.0
E,Development,SAP,5.35,20.0,sap abap,4.03,5.0,1133.0
E,Development,SAP,5.35,20.0,sap web dynpro,24.82042253521132,4.0,836.0
E,Development,SAP,5.35,20.0,sap universe designer,24.82042253521132,0.0,3701.0
E,Development,SAP,5.35,20.0,sap simple logistics,24.82042253521132,10.0,470.0
E,Development,SAP,5.35,20.0,sap simple finance,24.82042253521132,25.0,165.0
E,Development,SAP,5.35,20.0,sap,5.35,20.0,2709.0
E,Development,SAP,5.35,20.0,sap hana bi development,24.82042253521132,24.82042253521132,1317.0
E,Development,SAP,5.35,20.0,sap design studio,24.82042253521132,3.0,4292.0
E,Development,SAP,5.35,20.0,sap cloud platform,25.03,30.0,2963.0
E,Development,SAP,5.35,20.0,sap bo analysis edition for olap,24.82042253521132,0.0,3082.0
E,Development,SAP,5.35,20.0,sap analytics cloud,19.05,38.0,4571.0
E,Development,SAP,5.35,20.0,sap bw on hana,10.98,15.0,3789.0
E,Development,SAP,5.35,20.0,crystal reports,4.66,8.0,2654.0
E,Development,Dev Ops,7.79,26.0,consul,0.17,0.0,1957.0
E,Development,Dev Ops,7.79,26.0,puppet,0.58,100.0,4271.0
E,Development,Dev Ops,7.79,26.0,mantis,0.47,68.0,1513.0
E,Development,Dev Ops,7.79,26.0,virtualization2.0,24.82042253521132,24.82042253521132,1879.0
